ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points,rank_6m,percentile_6m,rank_1y,percentile_1y,quality_score,vol_90_threshold,high_vol,pass_level1,pass_level2
024641.OF,中欧化工产业C,混合型,混合型-偏股,3.4,3.13,18.18,21.3,9.89,0.76,237,464.0,91.1268685320046,194.0,96.30692690394184,83.2,24.075,False,True,True
018231.OF,易方达全球优质企业美元现汇A,混合型,混合型-偏股,2.64,6.56,15.86,14.9,11.79,0.93,444,174.0,96.68455346876198,289.0,94.48909299655568,83.2,24.075,False,True,True
019821.OF,鹏华远见精选C,混合型,混合型-偏股,8.55,11.23,26.76,23.06,15.84,1.07,455,55.0,98.96512073591414,47.0,99.11978568694988,83.1,24.075,False,True,True
018232.OF,易方达全球优质企业美元现汇C,混合型,混合型-偏股,2.59,6.51,15.76,14.88,11.81,0.93,444,177.0,96.62706017631275,293.0,94.41255262150786,83.1,24.075,False,True,True
013435.OF,大成景气精选六个月持有A,混合型,混合型-偏股,2.44,3.18,22.55,20.19,15.55,1.02,455,461.0,91.18436182445382,99.0,98.12476081132796,82.9,24.075,False,True,True
025486.OF,中邮新锐量化选股A,混合型,混合型-偏股,-0.55,2.05,15.04,18.94,6.36,0.69,72,662.0,87.33231123035645,344.0,93.43666283964792,82.8,24.075,False,True,True
019401.OF,交银瑞元三年定开,混合型,混合型-偏股,8.12,7.27,14.86,18.52,4.61,0.69,103,144.0,97.25948639325412,365.0,93.03482587064676,82.8,24.075,False,True,True
017458.OF,长城创新驱动C,混合型,混合型-偏股,6.05,1.24,26.14,21.45,17.08,1.13,455,909.0,82.59869681870448,54.0,98.98584003061616,82.8,24.075,False,True,True
016021.OF,华安优嘉精选A,混合型,混合型-偏股,3.31,4.12,15.09,14.48,11.31,0.9,455,331.0,93.67573783058644,335.0,93.60887868350557,82.7,24.075,False,True,True
013436.OF,大成景气精选六个月持有C,混合型,混合型-偏股,2.39,3.1,22.4,20.18,15.58,1.01,455,467.0,91.06937523955538,101.0,98.08649062380404,82.7,24.075,False,True,True
011807.OF,平安研究精选A,混合型,混合型-偏股,2.68,2.75,18.77,17.66,13.61,0.95,455,514.0,90.16864699118436,172.0,96.72789896670494,82.7,24.075,False,True,True
025487.OF,中邮新锐量化选股C,混合型,混合型-偏股,-0.59,1.99,14.9,18.94,6.37,0.68,72,678.0,87.02568033729399,360.0,93.13050133945656,82.6,24.075,False,True,True
016022.OF,华安优嘉精选C,混合型,混合型-偏股,3.29,4.07,14.97,14.47,11.34,0.9,455,340.0,93.5032579532388,351.0,93.3027171833142,82.6,24.075,False,True,True
012876.OF,富荣福耀A,混合型,混合型-偏股,-0.09,3.51,15.85,14.55,12.52,0.95,455,410.0,92.16174779609044,290.0,94.46995790279372,82.6,24.075,False,True,True
023386.OF,国泰聚智量化选股A,混合型,混合型-偏股,0.01,2.29,13.05,13.45,8.61,0.82,202,604.0,88.44384821770794,507.0,90.31764255644852,82.5,24.075,False,True,True
023387.OF,国泰聚智量化选股C,混合型,混合型-偏股,,2.27,13.01,13.44,8.63,0.82,202,606.0,88.40551935607512,511.0,90.24110218140068,82.5,24.075,False,True,True
018862.OF,大成创优鑫选A,混合型,混合型-偏股,2.86,2.41,17.29,19.51,10.69,0.78,186,590.0,88.7121502491376,228.0,95.65633371603522,82.5,24.075,False,True,True
014874.OF,惠升惠远回报A,混合型,混合型-偏股,1.42,1.41,14.27,14.62,10.16,0.84,454,848.0,83.76772709850518,405.0,92.2694221201684,82.5,24.075,False,True,True
012877.OF,富荣福耀C,混合型,混合型-偏股,-0.12,3.46,15.76,14.54,12.54,0.95,455,415.0,92.06592564200842,294.0,94.39341752774588,82.5,24.075,False,True,True
018863.OF,大成创优鑫选C,混合型,混合型-偏股,2.82,2.33,17.14,19.5,10.7,0.78,186,600.0,88.52050594097355,232.0,95.57979334098738,82.4,24.075,False,True,True
014875.OF,惠升惠远回报C,混合型,混合型-偏股,1.4,1.37,14.18,14.61,10.17,0.83,454,863.0,83.4802606362591,410.0,92.17374665135858,82.3,24.075,False,True,True
011808.OF,平安研究精选C,混合型,混合型-偏股,2.63,2.65,18.6,17.65,13.67,0.94,455,537.0,89.72786508240705,179.0,96.59395331037122,82.3,24.075,False,True,True
015731.OF,景顺长城核心竞争力C,混合型,混合型-偏股,4.48,5.85,16.79,15.78,13.32,0.94,455,210.0,95.9946339593714,244.0,95.35017221584386,81.9,24.075,False,True,True
023674.OF,德邦新兴产业A,混合型,混合型-偏股,16.14,22.88,39.86,22.77,25.15,1.66,416,5.0,99.9233422767344,3.0,99.96172981247608,81.8,24.075,False,True,True
023675.OF,德邦新兴产业C,混合型,混合型-偏股,16.12,22.85,39.79,22.76,25.21,1.66,416,6.0,99.90417784591796,4.0,99.94259471871412,81.7,24.075,False,True,True
016562.OF,鹏华精选成长C,混合型,混合型-偏股,3.43,7.08,14.28,14.11,11.2,0.87,455,155.0,97.04867765427366,404.0,92.28855721393036,81.7,24.075,False,True,True
024928.OF,华夏卓越成长A,混合型,混合型-偏股,1.83,3.56,15.14,17.96,9.68,0.73,241,401.0,92.3342276734381,333.0,93.64714887102949,81.5,24.075,False,True,True
024929.OF,华夏卓越成长B,混合型,混合型-偏股,1.82,3.55,15.14,17.97,9.68,0.73,241,402.0,92.3150632426217,332.0,93.66628396479145,81.5,24.075,False,True,True
021094.OF,东方低碳经济A,混合型,混合型-偏股,4.12,1.43,20.42,21.07,13.52,0.87,424,839.0,83.94020697585282,130.0,97.53157290470725,81.4,24.075,False,True,True
021095.OF,东方低碳经济C,混合型,混合型-偏股,4.08,1.37,20.31,21.07,13.57,0.87,424,865.0,83.44193177462628,134.0,97.4550325296594,81.3,24.075,False,True,True
024931.OF,华夏卓越成长D,混合型,混合型-偏股,1.8,3.51,15.05,18.13,9.7,0.72,235,409.0,92.18091222690688,341.0,93.4940681209338,81.2,24.075,False,True,True
024930.OF,华夏卓越成长C,混合型,混合型-偏股,1.79,3.48,15.01,17.96,9.72,0.72,241,411.0,92.14258336527404,349.0,93.3409873708381,81.1,24.075,False,True,True
024932.OF,华夏卓越成长E,混合型,混合型-偏股,1.76,3.44,14.92,18.13,9.74,0.71,235,420.0,91.9701034879264,357.0,93.18790662074244,80.8,24.075,False,True,True
019578.OF,摩根全球天然资源C,混合型,混合型-偏股,2.02,5.83,15.59,14.68,13.55,0.93,444,212.0,95.9563050977386,305.0,94.18293149636432,80.8,24.075,False,True,True
014538.OF,长城研究精选C,混合型,混合型-偏股,5.12,12.17,25.24,20.53,19.03,1.13,455,45.0,99.15676504407818,65.0,98.7753539992346,80.7,24.075,False,True,True
021694.OF,银华抗通胀主题C,主题型,混合型-偏股,4.58,6.04,13.08,13.55,10.74,0.82,437,195.0,96.28210042161749,506.0,90.3367776502105,80.5,24.075,False,True,True
015455.OF,信澳周期动力C,混合型,混合型-偏股,4.2,3.91,16.83,17.16,13.35,0.86,455,357.0,93.17746262935992,241.0,95.40757749712974,80.3,24.075,False,True,True
023036.OF,中欧资源精选A,混合型,混合型-偏股,3.04,1.44,22.03,23.93,13.56,0.84,412,832.0,84.07435799156765,104.0,98.02908534251816,80.0,24.075,False,True,True
015182.OF,汇添富逆向投资D,混合型,混合型-偏股,4.59,6.48,14.79,15.29,12.5,0.84,455,179.0,96.58873131467996,371.0,92.920015308075,79.8,24.075,False,True,True
023037.OF,中欧资源精选C,混合型,混合型-偏股,3.0,1.37,21.88,24.04,13.57,0.83,412,862.0,83.4994250670755,105.0,98.0099502487562,79.7,24.075,False,True,True
013771.OF,中加龙头精选A,混合型,混合型-偏股,2.77,1.47,15.62,16.46,12.85,0.83,455,820.0,84.30433116136452,303.0,94.22120168388824,79.7,24.075,False,True,True
016588.OF,富国融甄A,混合型,混合型-偏股,5.08,5.94,14.64,18.79,10.08,0.67,455,203.0,96.12878497508623,385.0,92.65212399540758,79.5,24.075,False,True,True
015181.OF,汇添富逆向投资C,混合型,混合型-偏股,4.57,6.48,14.73,15.3,12.5,0.83,455,180.0,96.56956688386354,376.0,92.8243398392652,79.5,24.075,False,True,True
018504.OF,景顺长城周期优选A,混合型,混合型-偏股,1.03,5.27,17.72,19.08,13.8,0.82,455,245.0,95.32387888079724,217.0,95.86681974741676,79.4,24.075,False,True,True
016589.OF,富国融甄C,混合型,混合型-偏股,5.05,5.86,14.5,18.78,10.12,0.67,455,207.0,96.05212725182062,391.0,92.53731343283582,79.4,24.075,False,True,True
014513.OF,金鹰远见优选A,混合型,混合型-偏股,0.08,0.93,18.19,18.12,15.17,0.89,455,1036.0,80.16481410502108,193.0,96.3260619977038,79.4,24.075,False,True,True
013772.OF,中加龙头精选C,混合型,混合型-偏股,2.74,1.42,15.52,16.4,12.87,0.82,455,845.0,83.82522039095439,311.0,94.06812093379256,79.4,24.075,False,True,True
018505.OF,景顺长城周期优选C,混合型,混合型-偏股,1.02,5.24,17.64,19.08,13.83,0.82,455,246.0,95.30471444998084,219.0,95.82854955989283,79.3,24.075,False,True,True
011765.OF,兴银高端制造A,混合型,混合型-偏股,2.65,5.47,16.57,14.39,16.69,1.01,455,234.0,95.53468761977769,254.0,95.15882127822424,79.3,24.075,False,True,True
011766.OF,兴银高端制造C,混合型,混合型-偏股,2.63,5.42,16.47,14.38,16.72,1.01,455,237.0,95.47719432732848,256.0,95.12055109070036,79.3,24.075,False,True,True
021512.OF,景顺长城支柱产业C,混合型,混合型-偏股,0.76,4.79,14.8,16.78,11.7,0.76,455,286.0,94.53813721732465,368.0,92.97742058936088,79.2,24.075,False,True,True
017987.OF,易方达国企主题A,混合型,混合型-偏股,4.91,4.93,14.19,16.45,11.11,0.74,455,266.0,94.92142583365272,409.0,92.19288174512054,79.2,24.075,False,True,True
015383.OF,长城久富C,混合型,混合型-偏股,11.69,10.19,20.32,19.37,17.26,0.95,455,67.0,98.73514756611728,133.0,97.47416762342137,79.1,24.075,False,True,True
024361.OF,中欧红利慧选A,混合型,混合型-偏股,1.43,2.74,15.21,21.74,8.87,0.61,102,515.0,90.14948256036796,327.0,93.76195943360123,79.0,24.075,False,True,True
025442.OF,景顺长城产业优选,混合型,混合型-偏股,1.87,6.75,13.14,20.77,6.36,0.54,76,164.0,96.87619777692602,498.0,90.48985840030616,79.0,24.075,False,True,True
015384.OF,万家瑞隆C,混合型,混合型-偏股,3.9,4.74,18.69,16.31,17.91,1.02,455,290.0,94.46147949405903,174.0,96.68962877918102,79.0,24.075,False,True,True
021665.OF,中银周期优选A,混合型,混合型-偏股,0.46,3.53,25.83,22.16,19.64,1.08,455,407.0,92.21924108853968,58.0,98.90929965556832,78.9,24.075,False,True,True
018229.OF,易方达全球优质企业A,混合型,混合型-偏股,1.96,5.03,13.36,14.83,11.35,0.77,444,256.0,95.1130701418168,477.0,90.89169536930731,78.9,24.075,False,True,True
017988.OF,易方达国企主题C,混合型,混合型-偏股,4.87,4.86,14.07,16.45,11.14,0.73,455,276.0,94.7297815254887,417.0,92.03980099502488,78.9,24.075,False,True,True
017532.OF,平安研究优选A,混合型,混合型-偏股,2.07,1.66,16.4,17.55,13.67,0.82,455,760.0,85.45419701034879,259.0,95.06314580941446,78.9,24.075,False,True,True
011574.OF,鹏华领航一年持有A,混合型,混合型-偏股,0.28,1.09,15.58,15.63,14.12,0.87,455,967.0,81.48715983135301,307.0,94.1446613088404,78.9,24.075,False,True,True
020383.OF,华富成长趋势C,混合型,混合型-偏股,3.08,7.15,23.66,21.58,18.7,1.0,455,152.0,97.10617094672288,85.0,98.3926521239954,78.8,24.075,False,True,True
021666.OF,中银周期优选C,混合型,混合型-偏股,0.42,3.46,25.69,22.16,19.66,1.07,455,416.0,92.04676121119203,59.0,98.89016456180634,78.7,24.075,False,True,True
018698.OF,国投瑞银盛煊A,混合型,混合型-偏股,2.65,5.93,15.52,14.24,15.78,0.95,455,205.0,96.09045611345344,312.0,94.04898584003062,78.7,24.075,False,True,True
024362.OF,中欧红利慧选C,混合型,混合型-偏股,1.38,2.66,15.06,21.74,8.87,0.6,102,533.0,89.80452280567268,339.0,93.53233830845772,78.6,24.075,False,True,True
018230.OF,易方达全球优质企业C,混合型,混合型-偏股,1.93,4.97,13.25,14.82,11.38,0.76,444,261.0,95.01724798773476,486.0,90.71947952544969,78.6,24.075,False,True,True
011575.OF,鹏华领航一年持有C,混合型,混合型-偏股,0.23,0.99,15.39,15.62,14.16,0.86,455,1009.0,80.68225373706402,319.0,93.9150401836969,78.6,24.075,False,True,True
017533.OF,平安研究优选C,混合型,混合型-偏股,2.01,1.57,16.21,17.54,13.73,0.81,455,788.0,84.91759294748947,265.0,94.9483352468427,78.5,24.075,False,True,True
018699.OF,国投瑞银盛煊C,混合型,混合型-偏股,2.61,5.86,15.38,14.24,15.8,0.94,455,208.0,96.03296282100422,320.0,93.89590508993494,78.4,24.075,False,True,True
013855.OF,嘉实品质发现A,混合型,混合型-偏股,1.16,1.92,14.37,16.23,12.15,0.76,455,696.0,86.6807205825987,400.0,92.3650975889782,78.4,24.075,False,True,True
014498.OF,诺安鸿鑫C,混合型,混合型-偏股,3.73,1.44,17.79,20.12,14.02,0.78,455,835.0,84.01686469911843,213.0,95.9433601224646,78.3,24.075,False,True,True
013856.OF,嘉实品质发现C,混合型,混合型-偏股,1.12,1.85,14.24,16.22,12.17,0.75,455,715.0,86.31659639708701,408.0,92.21201683888252,78.1,24.075,False,True,True
016237.OF,华夏数字经济龙头A,混合型,混合型-偏股,4.86,4.35,25.45,22.68,19.68,1.03,455,318.0,93.9248754311997,61.0,98.85189437428244,78.0,24.075,False,True,True
013561.OF,国联匠心优选A,混合型,混合型-偏股,4.76,3.35,19.12,19.32,16.77,0.89,455,437.0,91.64430816404752,163.0,96.90011481056256,78.0,24.075,False,True,True
018351.OF,国泰海通周期精选A,混合型,混合型-偏股,2.44,3.14,12.96,14.89,11.44,0.74,455,463.0,91.146032962821,515.0,90.16456180635284,77.9,24.075,False,True,True
016238.OF,华夏数字经济龙头C,混合型,混合型-偏股,4.83,4.3,25.35,22.68,19.71,1.03,455,322.0,93.84821770793408,62.0,98.83275928052048,77.9,24.075,False,True,True
012098.OF,华夏成长机会一年持有,混合型,混合型-偏股,-1.03,2.54,21.46,20.16,19.22,0.97,455,560.0,89.28708317362974,115.0,97.81859931113662,77.7,24.075,False,True,True
012174.OF,国泰兴泽优选一年持有期C,混合型,混合型-偏股,0.34,1.35,16.04,16.0,15.77,0.88,455,870.0,83.34610962054427,276.0,94.73784921546115,77.6,24.075,False,True,True
012173.OF,国泰兴泽优选一年持有期A,混合型,混合型-偏股,0.36,1.39,16.12,16.0,15.75,0.88,455,854.0,83.65274051360674,271.0,94.83352468427096,77.6,24.075,False,True,True
013562.OF,国联匠心优选C,混合型,混合型-偏股,4.7,3.25,18.82,19.33,16.81,0.87,455,452.0,91.35684170180146,169.0,96.7853042479908,77.4,24.075,False,True,True
014838.OF,兴银碳中和主题A,混合型,混合型-偏股,1.72,3.25,13.0,13.89,12.9,0.79,455,450.0,91.39517056343426,512.0,90.22196708763872,77.2,24.075,False,True,True
011800.OF,申万菱信价值精选A,混合型,混合型-偏股,1.31,1.71,16.01,18.49,13.9,0.76,455,748.0,85.68417018014564,280.0,94.66130884041333,77.2,24.075,False,True,True
014839.OF,兴银碳中和主题C,混合型,混合型-偏股,1.71,3.2,12.91,13.89,12.92,0.79,455,456.0,91.28018397853585,518.0,90.10715652506698,77.1,24.075,False,True,True
021663.OF,汇百川远航A,混合型,混合型-偏股,3.64,2.1,16.19,14.11,18.88,1.01,455,643.0,87.69643541586815,266.0,94.92920015308076,77.0,24.075,False,True,True
021664.OF,汇百川远航C,混合型,混合型-偏股,3.61,2.05,16.08,14.11,18.9,1.0,455,660.0,87.37064009198927,274.0,94.77611940298507,76.8,24.075,False,True,True
014995.OF,中欧量化先锋A,混合型,混合型-偏股,-0.57,1.73,12.89,13.32,13.71,0.82,455,739.0,85.85665005749328,523.0,90.01148105625718,76.8,24.075,False,True,True
015158.OF,申万菱信价值精选C,混合型,混合型-偏股,1.13,1.5,15.74,18.47,13.95,0.74,455,809.0,84.51513990034496,296.0,94.35514734022196,76.6,24.075,False,True,True
014207.OF,华安产业精选A,混合型,混合型-偏股,0.42,1.45,15.08,15.79,15.28,0.83,455,830.0,84.11268685320046,337.0,93.57060849598165,76.6,24.075,False,True,True
021843.OF,国富全球科技互联美元现汇C,混合型,混合型-偏股,0.18,2.95,16.78,18.89,15.3,0.78,444,483.0,90.76274434649292,245.0,95.3310371220819,76.4,24.075,False,True,True
018714.OF,平安新鑫优选A,混合型,混合型-偏股,7.97,10.08,13.38,15.09,13.18,0.75,455,70.0,98.67765427366808,476.0,90.91083046306927,76.3,24.075,False,True,True
014208.OF,华安产业精选C,混合型,混合型-偏股,0.38,1.39,14.96,15.78,15.29,0.82,455,851.0,83.71023380605595,352.0,93.28358208955224,76.3,24.075,False,True,True
018715.OF,平安新鑫优选C,混合型,混合型-偏股,7.92,9.97,13.21,15.08,13.22,0.74,455,71.0,98.65848984285168,491.0,90.62380405663988,76.0,24.075,False,True,True
014189.OF,南方专精特新A,混合型,混合型-偏股,2.73,1.2,15.81,17.69,15.25,0.78,455,928.0,82.2345726331928,291.0,94.45082280903176,76.0,24.075,False,True,True
014190.OF,南方专精特新C,混合型,混合型-偏股,2.69,1.13,15.68,17.69,15.27,0.77,455,957.0,81.67880413951706,299.0,94.29774205893608,75.7,24.075,False,True,True
015368.OF,国泰海通领航成长一年持有A,混合型,混合型-偏股,1.05,1.27,21.01,23.92,15.95,0.79,455,899.0,82.79034112686854,124.0,97.64638346727898,75.6,24.075,False,True,True
017630.OF,富国周期精选三年持有A,混合型,混合型-偏股,2.8,1.33,13.77,15.31,14.41,0.77,455,880.0,83.15446531238022,436.0,91.67623421354764,75.6,24.075,False,True,True
015369.OF,国泰海通领航成长一年持有C,混合型,混合型-偏股,1.02,1.22,20.92,23.92,15.99,0.79,455,918.0,82.42621694135684,127.0,97.58897818599311,75.5,24.075,False,True,True
017631.OF,富国周期精选三年持有C,混合型,混合型-偏股,2.78,1.27,13.67,15.31,14.43,0.76,455,900.0,82.77117669605212,448.0,91.44661308840412,75.3,24.075,False,True,True
018325.OF,国泰海通创新成长A,混合型,混合型-偏股,1.3,1.62,20.03,23.74,16.03,0.76,455,769.0,85.28171713300114,141.0,97.32108687332568,74.7,24.075,False,True,True
018326.OF,国泰海通创新成长C,混合型,混合型-偏股,1.27,1.57,19.93,23.74,16.06,0.76,455,786.0,84.95592180912227,144.0,97.2636815920398,74.6,24.075,False,True,True
017801.OF,汇添富战略精选中小盘市值3年持有A,混合型,混合型-偏股,2.53,2.42,13.26,15.8,13.99,0.71,455,584.0,88.82713683403603,485.0,90.73861461921165,74.6,24.075,False,True,True
018147.OF,建信新兴市场优选C,混合型,混合型-偏股,2.64,10.52,21.54,22.94,18.52,0.85,421,64.0,98.7926408585665,114.0,97.83773440489858,74.6,24.075,False,True,True
014545.OF,浦银安盛兴耀优选一年持有A,混合型,混合型-偏股,5.29,10.96,15.07,18.8,14.51,0.69,455,56.0,98.94595630509774,338.0,93.55147340221968,74.6,24.075,False,True,True
017802.OF,汇添富战略精选中小盘市值3年持有C,混合型,混合型-偏股,2.5,2.37,13.17,15.8,14.01,0.71,455,594.0,88.63549252587198,495.0,90.54726368159204,74.5,24.075,False,True,True
016332.OF,长城产业臻选A,混合型,混合型-偏股,11.01,8.94,18.28,19.62,18.66,0.83,455,89.0,98.31353008815638,191.0,96.36433218522772,74.5,24.075,False,True,True
014546.OF,浦银安盛兴耀优选一年持有C,混合型,混合型-偏股,5.21,10.86,14.91,18.8,14.54,0.69,455,57.0,98.92679187428134,358.0,93.16877152698048,74.5,24.075,False,True,True
014788.OF,长城产业趋势A,混合型,混合型-偏股,10.83,8.86,18.13,19.5,18.71,0.83,455,91.0,98.27520122652356,196.0,96.26865671641792,74.4,24.075,False,True,True
017876.OF,汇添富新能源精选A,混合型,混合型-偏股,4.09,5.36,14.79,19.2,14.46,0.67,455,241.0,95.40053660406286,372.0,92.90088021431303,74.1,24.075,False,True,True
016333.OF,长城产业臻选C,混合型,混合型-偏股,10.95,8.83,18.09,19.61,18.72,0.82,455,93.0,98.23687236489076,198.0,96.230386528894,74.1,24.075,False,True,True
014789.OF,长城产业趋势C,混合型,混合型-偏股,10.79,8.8,18.0,19.49,18.75,0.82,455,94.0,98.21770793407435,203.0,96.1347110600842,74.1,24.075,False,True,True
016049.OF,华商甄选回报C,混合型,混合型-偏股,0.75,8.98,14.39,16.16,16.17,0.77,454,88.0,98.3326945189728,397.0,92.42250287026408,74.1,24.075,False,True,True
017877.OF,汇添富新能源精选C,混合型,混合型-偏股,4.06,5.29,14.65,19.2,14.48,0.66,455,244.0,95.34304331161364,383.0,92.6903941829315,73.8,24.075,False,True,True
011238.OF,华安聚恒精选A,混合型,混合型-偏股,4.46,5.17,15.02,18.36,15.86,0.71,455,251.0,95.20889229589882,347.0,93.37925755836204,73.5,24.075,False,True,True
019189.OF,华商品质价值A,混合型,混合型-偏股,0.26,8.22,13.71,16.79,15.17,0.7,454,112.0,97.87274817937907,444.0,91.52315346345196,73.4,24.075,False,True,True
011239.OF,华安聚恒精选C,混合型,混合型-偏股,4.43,5.1,14.88,18.35,15.89,0.7,455,253.0,95.170563434266,362.0,93.09223115193264,73.2,24.075,False,True,True
018549.OF,金鹰研究驱动A,混合型,混合型-偏股,-0.25,2.47,13.14,14.51,16.49,0.77,455,576.0,88.98045228056726,497.0,90.50899349406812,73.1,24.075,False,True,True
019190.OF,华商品质价值C,混合型,混合型-偏股,0.21,8.13,13.55,16.78,15.19,0.69,454,118.0,97.75776159448064,464.0,91.14045158821278,73.0,24.075,False,True,True
014837.OF,汇添富创新活力D,混合型,混合型-偏股,-0.85,2.86,13.85,14.4,18.11,0.82,455,492.0,90.59026446914528,429.0,91.81017986988137,72.9,24.075,False,True,True
021842.OF,国富全球科技互联人民币C,混合型,混合型-偏股,-0.49,1.45,14.25,18.88,15.02,0.65,444,829.0,84.13185128401686,406.0,92.25028702640644,72.8,24.075,False,True,True
018550.OF,金鹰研究驱动C,混合型,混合型-偏股,-0.29,2.41,13.01,14.51,16.58,0.76,455,587.0,88.76964354158682,510.0,90.26023727516264,72.7,24.075,False,True,True
013294.OF,东方红智选三年持有A,混合型,混合型-偏股,4.78,9.04,15.97,19.69,17.14,0.71,455,84.0,98.4093522422384,283.0,94.60390355912745,72.7,24.075,False,True,True
014836.OF,汇添富创新活力C,混合型,混合型-偏股,-0.89,2.78,13.71,14.39,18.13,0.81,455,506.0,90.3219624377156,445.0,91.50401836969002,72.6,24.075,False,True,True
011790.OF,建信创新驱动,混合型,混合型-偏股,7.16,9.47,15.62,20.33,16.22,0.67,455,74.0,98.60099655040246,304.0,94.2020665901263,72.5,24.075,False,True,True
013295.OF,东方红智选三年持有C,混合型,混合型-偏股,4.76,9.0,15.88,19.69,17.15,0.7,455,86.0,98.3710233806056,286.0,94.54649827784156,72.4,24.075,False,True,True
019691.OF,华商产业机遇C,混合型,混合型-偏股,0.02,4.01,13.19,16.61,15.34,0.67,454,346.0,93.38827136834036,492.0,90.60466896287792,72.3,24.075,False,True,True
024808.OF,华夏成长动力A,混合型,混合型-偏股,1.37,1.43,13.76,18.38,15.18,0.64,271,842.0,83.88271368340361,438.0,91.63796402602374,72.2,24.075,False,True,True
019690.OF,华商产业机遇A,混合型,混合型-偏股,-0.31,3.69,12.9,16.59,15.31,0.66,454,380.0,92.7366807205826,521.0,90.04975124378109,71.9,24.075,False,True,True
024809.OF,华夏成长动力C,混合型,混合型-偏股,1.33,1.36,13.63,18.37,15.24,0.63,271,867.0,83.40360291299349,454.0,91.33180252583236,71.8,24.075,False,True,True
016560.OF,永赢启源A,混合型,混合型-偏股,1.46,1.92,16.09,19.36,18.81,0.73,455,698.0,86.64239172096589,273.0,94.79525449674703,71.5,24.075,False,True,True
012301.OF,易方达核心智造,混合型,混合型-偏股,3.89,5.84,16.73,21.72,17.27,0.68,455,211.0,95.975469528555,249.0,95.25449674703404,71.4,24.075,False,True,True
016561.OF,永赢启源C,混合型,混合型-偏股,1.44,1.87,15.97,19.35,18.83,0.72,455,709.0,86.43158298198543,284.0,94.58476846536549,71.2,24.075,False,True,True
014653.OF,建信卓越成长一年持有A,混合型,混合型-偏股,6.42,8.37,14.8,20.16,16.58,0.63,455,104.0,98.02606362591033,369.0,92.95828549559891,71.0,24.075,False,True,True
014654.OF,建信卓越成长一年持有C,混合型,混合型-偏股,6.4,8.33,14.71,20.16,16.6,0.63,455,105.0,98.00689919509392,379.0,92.76693455797933,70.9,24.075,False,True,True
018973.OF,华商科创板量化选股A,混合型,混合型-偏股,0.69,12.19,14.79,20.79,16.48,0.62,435,44.0,99.1759294748946,370.0,92.93915040183695,70.6,24.075,False,True,True
018974.OF,华商科创板量化选股C,混合型,混合型-偏股,0.67,12.14,14.73,20.79,16.51,0.61,435,46.0,99.1376006132618,378.0,92.7860696517413,70.3,24.075,False,True,True
013507.OF,华安制造先锋C,混合型,混合型-偏股,6.0,7.79,14.9,19.67,18.08,0.66,455,130.0,97.5277884246838,359.0,93.14963643321852,70.2,24.075,False,True,True
025476.OF,银华瑞和C,灵活配置型,混合型-平衡,8.54,15.7,34.97,19.86,7.85,1.66,204,1.0,100.0,1.0,100.0,96.6,24.714,False,True,True
016617.OF,国泰价值优选灵活配置C,灵活配置型,混合型-平衡,6.84,10.53,25.8,14.39,11.89,1.65,455,8.0,98.5200845665962,9.0,98.30866807610994,94.8,24.714,False,True,True
019184.OF,大成趋势回报C,灵活配置型,混合型-平衡,2.72,8.41,17.04,10.06,8.72,1.49,455,18.0,96.40591966173362,30.0,93.86892177589851,93.8,24.714,False,True,True
020199.OF,万家双引擎C,灵活配置型,混合型-平衡,7.01,10.07,32.85,20.58,12.38,1.5,455,10.0,98.09725158562368,3.0,99.57716701902748,92.9,24.714,False,True,True
019197.OF,大成国企改革C,灵活配置型,混合型-平衡,6.2,8.96,29.66,17.93,13.26,1.54,455,15.0,97.0401691331924,5.0,99.15433403805496,92.8,24.714,False,True,True
017885.OF,长城久润C,灵活配置型,混合型-平衡,5.47,7.12,24.6,16.45,12.47,1.37,455,20.0,95.9830866807611,11.0,97.88583509513742,91.4,24.714,False,True,True
020360.OF,中海混改红利主题C,灵活配置型,混合型-平衡,4.18,5.72,32.27,20.41,14.53,1.48,455,28.0,94.29175475687104,4.0,99.36575052854124,91.1,24.714,False,True,True
013025.OF,富国宏观策略C,灵活配置型,混合型-平衡,3.97,5.54,18.33,14.7,8.17,1.11,455,31.0,93.65750528541226,22.0,95.56025369978856,90.4,24.714,False,True,True
014521.OF,诺安利鑫C,灵活配置型,混合型-平衡,2.99,3.61,16.15,12.67,7.41,1.12,455,54.0,88.79492600422833,37.0,92.38900634249472,90.1,24.714,False,True,True
014106.OF,融通成长30C,灵活配置型,混合型-平衡,5.36,8.63,28.44,18.14,15.3,1.46,454,16.0,96.82875264270614,6.0,98.94291754756873,89.8,24.714,False,True,True
016520.OF,中银稳进策略C,灵活配置型,混合型-平衡,3.34,4.53,23.07,19.22,12.89,1.1,455,40.0,91.75475687103594,12.0,97.67441860465117,87.4,24.714,False,True,True
019207.OF,大成正向回报C,灵活配置型,混合型-平衡,5.31,4.56,33.73,23.66,15.68,1.34,455,39.0,91.9661733615222,2.0,99.78858350951374,87.3,24.714,False,True,True
018544.OF,国投瑞银美丽中国C,灵活配置型,混合型-平衡,2.87,7.0,16.38,13.13,11.11,1.1,455,21.0,95.77167019027485,34.0,93.02325581395348,86.5,24.714,False,True,True
014499.OF,南方转型增长C,灵活配置型,混合型-平衡,3.25,8.56,14.58,11.75,10.13,1.07,455,17.0,96.61733615221986,46.0,90.4862579281184,86.4,24.714,False,True,True
