ts_code,name,invest_type,category
025138.OF,民生加银聚益纯债C,债券型,债券型-主动
018862.OF,大成创优鑫选A,混合型,混合型-偏股
018863.OF,大成创优鑫选C,混合型,混合型-偏股
025331.OF,民生加银聚优精选C,混合型,混合型-偏股
024527.OF,路博迈旭航C,债券型,债券型-主动
024526.OF,路博迈旭航A,债券型,债券型-主动
025339.OF,招商普盛全球配置D,混合型,混合型-偏股
023308.OF,方正富邦稳鑫纯债C,债券型,债券型-主动
024523.OF,国联安双月鑫60天滚动持有A,债券型,债券型-主动
023834.OF,广发资源智选A,股票型,主动股票型
024524.OF,国联安双月鑫60天滚动持有C,债券型,债券型-主动
025307.OF,华宝宝康债券D,债券型,债券型-主动
025328.OF,诺安稳健回报D,灵活配置型,混合型-平衡
025336.OF,博时稳健回报E,债券型,债券型-主动
023835.OF,广发资源智选C,股票型,主动股票型
023307.OF,方正富邦稳鑫纯债A,债券型,债券型-主动
025022.OF,浦银安盛医疗创新A,混合型,混合型-偏股
025023.OF,浦银安盛医疗创新C,混合型,混合型-偏股
025217.OF,永赢资源慧选C,混合型,混合型-偏股
025216.OF,永赢资源慧选A,混合型,混合型-偏股
025178.OF,汇添富双鑫添利D,债券型,债券型-主动
025174.OF,长城港股医疗保健精选A,混合型,混合型-偏股
025175.OF,长城港股医疗保健精选C,混合型,混合型-偏股
023508.OF,富国安丰60天持有C,债券型,债券型-主动
023507.OF,富国安丰60天持有A,债券型,债券型-主动
023458.OF,前海开源研究优选C,混合型,混合型-偏股
025274.OF,华富可转债D,债券型,债券型-主动
023457.OF,前海开源研究优选A,混合型,混合型-偏股
024396.OF,东兴产业升级A,混合型,混合型-偏股
024088.OF,百嘉科技创新C,混合型,混合型-偏股
024397.OF,东兴产业升级C,混合型,混合型-偏股
024087.OF,百嘉科技创新A,混合型,混合型-偏股
025072.OF,安信平衡养老目标三年持有Y,混合型,混合型-偏股
025259.OF,华宝可转债D,债券型,债券型-主动
024923.OF,招商资管智达红利优选A,混合型,混合型-偏股
024924.OF,招商资管智达红利优选C,混合型,混合型-偏股
024947.OF,招商瑞锦回报A,债券型,债券型-主动
024948.OF,招商瑞锦回报C,债券型,债券型-主动
024155.OF,长盛元赢30天持有A,债券型,债券型-主动
024156.OF,长盛元赢30天持有C,债券型,债券型-主动
025278.OF,长城积极增利D,债券型,债券型-主动
025017.OF,华富医疗创新A,混合型,混合型-偏股
025192.OF,广发稳健策略C,混合型,混合型-偏股
025018.OF,华富医疗创新C,混合型,混合型-偏股
025057.OF,易方达价值回报,混合型,混合型-偏股
025059.OF,中欧核心智选C,混合型,混合型-偏股
025191.OF,富国成长策略C,混合型,混合型-偏股
025241.OF,浙商惠南纯债C,债券型,债券型-主动
024112.OF,华富富源三个月持有A,债券型,债券型-主动
025246.OF,诺安和鑫C,灵活配置型,混合型-平衡
025227.OF,广发集瑞E,债券型,债券型-主动
024113.OF,华富富源三个月持有C,债券型,债券型-主动
025058.OF,中欧核心智选A,混合型,混合型-偏股
024640.OF,中欧化工产业A,混合型,混合型-偏股
025228.OF,永赢逸享B,债券型,债券型-主动
025199.OF,银华钰祥E,债券型,债券型-主动
025163.OF,长盛积极配置C,积极配置型,混合型-偏股
024641.OF,中欧化工产业C,混合型,混合型-偏股
025226.OF,西部利得汇盈D,债券型,债券型-主动
024933.OF,华夏臻选回报A,混合型,混合型-偏股
024928.OF,华夏卓越成长A,混合型,混合型-偏股
024929.OF,华夏卓越成长B,混合型,混合型-偏股
024324.OF,光大添利30天滚动持有C,债券型,债券型-主动
023684.OF,方正富邦瑞实90天持有C,债券型,债券型-主动
024914.OF,华夏红利价值A,混合型,混合型-偏股
012360.OF,汇丰晋信港股通核心资产A,股票型,主动股票型
024930.OF,华夏卓越成长C,混合型,混合型-偏股
023683.OF,方正富邦瑞实90天持有A,债券型,债券型-主动
012361.OF,汇丰晋信港股通核心资产C,股票型,主动股票型
024931.OF,华夏卓越成长D,混合型,混合型-偏股
024932.OF,华夏卓越成长E,混合型,混合型-偏股
024895.OF,泰康资源精选A,股票型,主动股票型
024934.OF,华夏臻选回报B,混合型,混合型-偏股
024896.OF,泰康资源精选C,股票型,主动股票型
024935.OF,华夏臻选回报C,混合型,混合型-偏股
024915.OF,华夏红利价值B,混合型,混合型-偏股
024916.OF,华夏红利价值C,混合型,混合型-偏股
024918.OF,华夏红利价值E,混合型,混合型-偏股
024323.OF,光大添利30天滚动持有A,债券型,债券型-主动
024917.OF,华夏红利价值D,混合型,混合型-偏股
024530.OF,万家稳康30天持有A,债券型,债券型-主动
024531.OF,万家稳康30天持有C,债券型,债券型-主动
024679.OF,东海产业优选C,混合型,混合型-偏股
024678.OF,东海产业优选A,混合型,混合型-偏股
024680.OF,东海产业优选D,混合型,混合型-偏股
024596.OF,财通成长量化选股A,混合型,混合型-偏股
025188.OF,前海开源沪港深裕鑫D,灵活配置型,混合型-平衡
024687.OF,东海产业优选E,混合型,混合型-偏股
025162.OF,国泰大宗商品D,股票型,主动股票型
025084.OF,民生加银高等级信用债D,债券型,债券型-主动
024797.OF,兴业科技创新C,混合型,混合型-偏股
024796.OF,兴业科技创新A,混合型,混合型-偏股
024597.OF,财通成长量化选股C,混合型,混合型-偏股
024413.OF,中欧核心价值A,混合型,混合型-偏股
024414.OF,中欧核心价值C,混合型,混合型-偏股
025176.OF,平安如意中短债F,债券型,债券型-主动
025177.OF,鑫元璟丰C,债券型,债券型-主动
023240.OF,大摩恒安30天持有C,债券型,债券型-主动
024090.OF,银华钰丰C,债券型,债券型-主动
023239.OF,大摩恒安30天持有A,债券型,债券型-主动
024089.OF,银华钰丰A,债券型,债券型-主动
024937.OF,南方益稳稳健增利A,债券型,债券型-主动
024938.OF,南方益稳稳健增利C,债券型,债券型-主动
025112.OF,恒生前海港股通价值E,混合型,混合型-偏股
024695.OF,摩根盈元稳健三个月持有A,混合型,混合型-偏股
024696.OF,摩根盈元稳健三个月持有C,混合型,混合型-偏股
024787.OF,汇添富港股通红利回报C,混合型,混合型-偏股
024528.OF,工银稳健添益A,债券型,债券型-主动
025113.OF,东方红稳添利D,债券型,债券型-主动
024293.OF,华泰紫金多元均衡三个月持有C,混合型,混合型-偏股
025094.OF,广发均衡成长F,混合型,混合型-偏股
024137.OF,中加聚享昭利120天持有A,债券型,债券型-主动
024501.OF,招商科技智选A,混合型,混合型-偏股
024222.OF,汇安质选增利A,债券型,债券型-主动
024223.OF,汇安质选增利C,债券型,债券型-主动
024529.OF,工银稳健添益C,债券型,债券型-主动
024502.OF,招商科技智选C,混合型,混合型-偏股
023363.OF,鹏扬研究精选C,混合型,混合型-偏股
025044.OF,永赢元盈稳健多资产90天持有A,混合型,混合型-偏股
025133.OF,万家可转债D,债券型,债券型-主动
023362.OF,鹏扬研究精选A,混合型,混合型-偏股
025045.OF,永赢元盈稳健多资产90天持有C,混合型,混合型-偏股
024824.OF,招商医药精选A,混合型,混合型-偏股
024138.OF,中加聚享昭利120天持有C,债券型,债券型-主动
024292.OF,华泰紫金多元均衡三个月持有A,混合型,混合型-偏股
023624.OF,前海开源港股通价值领航C,混合型,混合型-偏股
024825.OF,招商医药精选C,混合型,混合型-偏股
023837.OF,银华四月丰120天滚动持有A,债券型,债券型-主动
024786.OF,汇添富港股通红利回报A,混合型,混合型-偏股
023838.OF,银华四月丰120天滚动持有C,债券型,债券型-主动
023623.OF,前海开源港股通价值领航A,混合型,混合型-偏股
025116.OF,天弘裕新E,混合型,混合型-偏股
018783.OF,交银新生活力C,灵活配置型,混合型-平衡
024830.OF,西部利得资源鑫选A,混合型,混合型-偏股
023249.OF,永赢泓利C,债券型,债券型-主动
024831.OF,西部利得资源鑫选C,混合型,混合型-偏股
025064.OF,民生加银鑫福E,灵活配置型,混合型-平衡
025049.OF,民生加银鑫喜C,灵活配置型,混合型-平衡
025128.OF,中欧多利E,债券型,债券型-主动
023248.OF,永赢泓利A,债券型,债券型-主动
025051.OF,嘉实领航聚利稳健配置6个月持有A,混合型,混合型-偏股
025056.OF,富国医药成长30C,股票型,主动股票型
024398.OF,浦银安盛港股通央企红利A,混合型,混合型-偏股
025129.OF,金信深圳成长E,灵活配置型,混合型-平衡
024536.OF,招商添渝6个月持有纯债A,债券型,债券型-主动
025050.OF,圆信永丰兴融E,债券型,债券型-主动
024537.OF,招商添渝6个月持有纯债C,债券型,债券型-主动
024989.OF,信澳信用债F,债券型,债券型-主动
023825.OF,永赢国企机遇慧选C,混合型,混合型-偏股
025062.OF,长城集利E,债券型,债券型-主动
023824.OF,永赢国企机遇慧选A,混合型,混合型-偏股
024399.OF,浦银安盛港股通央企红利C,混合型,混合型-偏股
025019.OF,交银稳固收益D,债券型,债券型-主动
025048.OF,民生加银增强收益E,稳定增值型,债券型-主动
023477.OF,万家稳宁A,债券型,债券型-主动
023478.OF,万家稳宁C,债券型,债券型-主动
024261.OF,中邮先进制造A,混合型,混合型-偏股
024262.OF,中邮先进制造C,混合型,混合型-偏股
024551.OF,上银慧景利60天滚动持有C,债券型,债券型-主动
024550.OF,上银慧景利60天滚动持有A,债券型,债券型-主动
025055.OF,民生加银鑫享E,债券型,债券型-主动
024736.OF,永赢港股通科技智选C,混合型,混合型-偏股
024738.OF,永赢新材料智选C,混合型,混合型-偏股
024729.OF,兴业先进制造A,混合型,混合型-偏股
024735.OF,永赢港股通科技智选A,混合型,混合型-偏股
024730.OF,兴业先进制造C,混合型,混合型-偏股
025033.OF,东方红益恒纯债D,债券型,债券型-主动
024737.OF,永赢新材料智选A,混合型,混合型-偏股
024675.OF,兴合景气智选C,混合型,混合型-偏股
024289.OF,兴业福盛C,债券型,债券型-主动
024674.OF,兴合景气智选A,混合型,混合型-偏股
024288.OF,兴业福盛A,债券型,债券型-主动
024970.OF,富国稳健添辰E,债券型,债券型-主动
024811.OF,华夏财富优选一年持有C,混合型,混合型-偏股
024850.OF,华夏安裕中短债C,债券型,债券型-主动
024851.OF,华夏安裕中短债E,债券型,债券型-主动
024810.OF,华夏财富优选一年持有A,混合型,混合型-偏股
024849.OF,华夏安裕中短债A,债券型,债券型-主动
024281.OF,景顺长城安悦180天持有A,债券型,债券型-主动
024988.OF,广发集远E,债券型,债券型-主动
024282.OF,景顺长城安悦180天持有C,债券型,债券型-主动
024583.OF,汇添富稳惠6个月持有C,债券型,债券型-主动
023455.OF,汇添富增强回报A,债券型,债券型-主动
024285.OF,易方达安如30天持有C,债券型,债券型-主动
024889.OF,信澳优势行业C,混合型,混合型-偏股
023456.OF,汇添富增强回报C,债券型,债券型-主动
024919.OF,易方达港股通红利C,灵活配置型,混合型-平衡
024582.OF,汇添富稳惠6个月持有A,债券型,债券型-主动
024473.OF,信澳优势行业A,混合型,混合型-偏股
024284.OF,易方达安如30天持有A,债券型,债券型-主动
024784.OF,华夏债券优化一年持有A,债券型,债券型-主动
024807.OF,华夏稳健回报C,混合型,混合型-偏股
023780.OF,摩根汇智优选A,混合型,混合型-偏股
024785.OF,华夏债券优化一年持有C,债券型,债券型-主动
023781.OF,摩根汇智优选C,混合型,混合型-偏股
024805.OF,华夏量化选股C,股票型,主动股票型
024808.OF,华夏成长动力A,混合型,混合型-偏股
024806.OF,华夏稳健回报A,混合型,混合型-偏股
024809.OF,华夏成长动力C,混合型,混合型-偏股
024781.OF,华夏信盈一年持有,债券型,债券型-主动
024803.OF,华夏臻选价值成长C,混合型,混合型-偏股
024783.OF,华夏债券增强六个月持有C,债券型,债券型-主动
024802.OF,华夏臻选价值成长A,混合型,混合型-偏股
024782.OF,华夏债券增强六个月持有A,债券型,债券型-主动
024994.OF,宏利恒利D,债券型,债券型-主动
024987.OF,鹏华稳健添利D,债券型,债券型-主动
024804.OF,华夏量化选股A,股票型,主动股票型
024800.OF,华夏品质生活A,混合型,混合型-偏股
024801.OF,华夏品质生活C,混合型,混合型-偏股
023288.OF,创金合信恒荣120天持有C,债券型,债券型-主动
023644.OF,华富富润6个月封闭A,债券型,债券型-主动
024961.OF,东方红益鑫纯债D,债券型,债券型-主动
023645.OF,华富富润6个月封闭C,债券型,债券型-主动
024971.OF,东方红短债D,债券型,债券型-主动
022995.OF,中海科技创新A,混合型,混合型-偏股
022996.OF,中海科技创新C,混合型,混合型-偏股
024960.OF,东方红益丰纯债D,债券型,债券型-主动
023287.OF,创金合信恒荣120天持有A,债券型,债券型-主动
024908.OF,诺安汇利D,灵活配置型,混合型-平衡
023582.OF,交银180天持有A,债券型,债券型-主动
023583.OF,交银180天持有C,债券型,债券型-主动
024876.OF,博时富融纯债C,债券型,债券型-主动
024794.OF,鑫元医药睿选A,混合型,混合型-偏股
024153.OF,华安消费机遇A,股票型,主动股票型
024756.OF,国联安安泰灵活配置C,灵活配置型,混合型-平衡
024795.OF,鑫元医药睿选C,混合型,混合型-偏股
024154.OF,华安消费机遇C,股票型,主动股票型
024116.OF,海富通添合收益C,债券型,债券型-主动
024115.OF,海富通添合收益A,债券型,债券型-主动
024936.OF,交银安心收益C,债券型,债券型-主动
024953.OF,中加聚诚纯债C,债券型,债券型-主动
024276.OF,汇添富养老2060五年持有,混合型,混合型-偏股
024406.OF,大成洞察优势,混合型,混合型-偏股
024486.OF,东吴裕盈平衡E,混合型,混合型-偏股
024052.OF,工银科技先锋A,混合型,混合型-偏股
024562.OF,鹏扬淳华A,债券型,债券型-主动
024483.OF,东吴裕盈平衡A,混合型,混合型-偏股
024460.OF,华商致远回报C,混合型,混合型-偏股
024484.OF,东吴裕盈平衡C,混合型,混合型-偏股
024859.OF,中银信用增利D,债券型,债券型-主动
024638.OF,永赢汇达6个月持有A,混合型,混合型-偏股
024639.OF,永赢汇达6个月持有C,混合型,混合型-偏股
024485.OF,东吴裕盈平衡D,混合型,混合型-偏股
024459.OF,华商致远回报A,混合型,混合型-偏股
024563.OF,鹏扬淳华C,债券型,债券型-主动
024487.OF,东吴裕盈平衡F,混合型,混合型-偏股
024053.OF,工银科技先锋C,混合型,混合型-偏股
024693.OF,鑫元消费睿选A,混合型,混合型-偏股
024694.OF,鑫元消费睿选C,混合型,混合型-偏股
024676.OF,万家多元价值A,混合型,混合型-偏股
024677.OF,万家多元价值C,混合型,混合型-偏股
024843.OF,博时裕达纯债C,债券型,债券型-主动
024697.OF,华夏信远一年持有A,混合型,混合型-偏股
024699.OF,华夏信远一年持有C,混合型,混合型-偏股
024698.OF,华夏信远一年持有B,混合型,混合型-偏股
024692.OF,鑫元新兴产业睿选C,混合型,混合型-偏股
024846.OF,富国中国中小盘人民币C,混合型,混合型-偏股
024691.OF,鑫元新兴产业睿选A,混合型,混合型-偏股
024852.OF,大成弘远回报一年持有D,混合型,混合型-偏股
023173.OF,兴华景成A,混合型,混合型-偏股
024757.OF,广发智荟多元配置六个月持有A,混合型,混合型-偏股
024758.OF,广发智荟多元配置六个月持有C,混合型,混合型-偏股
024006.OF,国投瑞银兴润6个月定开A,混合型,混合型-偏股
024007.OF,国投瑞银兴润6个月定开C,混合型,混合型-偏股
023174.OF,兴华景成C,混合型,混合型-偏股
024838.OF,大成匠心卓越三年持有D,混合型,混合型-偏股
023786.OF,华富祥康12个月持有C,债券型,债券型-主动
016603.OF,国泰农惠定期开放C,债券型,债券型-主动
023785.OF,华富祥康12个月持有A,债券型,债券型-主动
024633.OF,中欧消费精选C,混合型,混合型-偏股
024130.OF,长盛元赢六个月定开,债券型,债券型-主动
024017.OF,东海合益3个月定开A,债券型,债券型-主动
024018.OF,东海合益3个月定开C,债券型,债券型-主动
024019.OF,东海合益3个月定开D,债券型,债券型-主动
024632.OF,中欧消费精选A,混合型,混合型-偏股
024306.OF,兴业兴和盛A,债券型,债券型-主动
024592.OF,圆信永丰科技驱动A,混合型,混合型-偏股
024593.OF,圆信永丰科技驱动C,混合型,混合型-偏股
024652.OF,汇添富稳安三个月持有D,债券型,债券型-主动
024307.OF,兴业兴和盛C,债券型,债券型-主动
024533.OF,鑫元鑫选积极配置3个月持有C,混合型,混合型-偏股
023960.OF,渤海汇金鑫泉平衡C,混合型,混合型-偏股
023959.OF,渤海汇金鑫泉平衡A,混合型,混合型-偏股
024532.OF,鑫元鑫选积极配置3个月持有A,混合型,混合型-偏股
024747.OF,兴全欣越D,混合型,混合型-偏股
024731.OF,富国双利增强E,债券型,债券型-主动
023900.OF,富达港股通精选C,混合型,混合型-偏股
023899.OF,富达港股通精选A,混合型,混合型-偏股
024709.OF,中金精选A,股票型,主动股票型
024132.OF,鹏扬合利A,债券型,债券型-主动
024710.OF,中金精选C,股票型,主动股票型
024095.OF,国寿安保尊兴增强回报A,债券型,债券型-主动
024096.OF,国寿安保尊兴增强回报C,债券型,债券型-主动
024133.OF,鹏扬合利C,债券型,债券型-主动
024711.OF,中金新锐A,股票型,主动股票型
024134.OF,鹏扬合利D,债券型,债券型-主动
024712.OF,中金新锐C,股票型,主动股票型
024599.OF,兴业医疗创新C,混合型,混合型-偏股
024457.OF,安信价值共赢A,混合型,混合型-偏股
024598.OF,兴业医疗创新A,混合型,混合型-偏股
024458.OF,安信价值共赢C,混合型,混合型-偏股
024707.OF,中金恒瑞A,债券型,债券型-主动
024708.OF,中金恒瑞C,债券型,债券型-主动
022390.OF,天弘稳兴E,债券型,债券型-主动
022839.OF,平安元通90天滚动持有C,债券型,债券型-主动
024445.OF,工银泓裕回报,混合型,混合型-偏股
024496.OF,平安盈轩90天持有C,债券型,债券型-主动
024454.OF,景顺长城成长同行,混合型,混合型-偏股
024588.OF,人保鑫利回报E,债券型,债券型-主动
019297.OF,博时卓越优选A,混合型,混合型-偏股
024474.OF,兴全合熙A,混合型,混合型-偏股
024671.OF,泰康安惠纯债D,债券型,债券型-主动
024475.OF,兴全合熙C,混合型,混合型-偏股
024755.OF,招商安弘灵活配置C,灵活配置型,混合型-平衡
022388.OF,天弘稳兴A,债券型,债券型-主动
019535.OF,东方红新兴成长A,混合型,混合型-偏股
024495.OF,平安盈轩90天持有A,债券型,债券型-主动
019536.OF,东方红新兴成长C,混合型,混合型-偏股
022838.OF,平安元通90天滚动持有A,债券型,债券型-主动
024464.OF,招商价值严选,混合型,混合型-偏股
019298.OF,博时卓越优选C,混合型,混合型-偏股
022389.OF,天弘稳兴C,债券型,债券型-主动
024723.OF,金鹰添瑞中短债E,债券型,债券型-主动
024668.OF,中银欣享利率债C,债券型,债券型-主动
024720.OF,中银中高等级D,债券型,债券型-主动
024682.OF,民生加银成长优选C,股票型,主动股票型
024335.OF,建信宁扬60天持有A,债券型,债券型-主动
024336.OF,建信宁扬60天持有C,债券型,债券型-主动
024217.OF,汇泉安瑞回报C,债券型,债券型-主动
024302.OF,中加聚诚纯债A,债券型,债券型-主动
023809.OF,泓德裕惠A,债券型,债券型-主动
024465.OF,万家新机遇同享A,混合型,混合型-偏股
024466.OF,万家新机遇同享C,混合型,混合型-偏股
024468.OF,鹏华共赢未来C,混合型,混合型-偏股
023810.OF,泓德裕惠C,债券型,债券型-主动
024470.OF,大成至臻回报C,混合型,混合型-偏股
024447.OF,中欧大盘智选C,混合型,混合型-偏股
024046.OF,富国致享量化选股A,股票型,主动股票型
024216.OF,汇泉安瑞回报A,债券型,债券型-主动
024667.OF,富安达优势成长C,混合型,混合型-偏股
024047.OF,富国致享量化选股C,股票型,主动股票型
024467.OF,鹏华共赢未来A,混合型,混合型-偏股
024469.OF,大成至臻回报A,混合型,混合型-偏股
024446.OF,中欧大盘智选A,混合型,混合型-偏股
024061.OF,汇添富行业轮动90天持有A,混合型,混合型-偏股
024062.OF,汇添富行业轮动90天持有C,混合型,混合型-偏股
024309.OF,东财30天滚动持有C,债券型,债券型-主动
023848.OF,宏利悦享30天持有A,债券型,债券型-主动
023849.OF,宏利悦享30天持有C,债券型,债券型-主动
024439.OF,交银瑞安A,混合型,混合型-偏股
024462.OF,南方瑞享A,混合型,混合型-偏股
024463.OF,南方瑞享C,混合型,混合型-偏股
023405.OF,海富通致远量化选股C,股票型,主动股票型
024722.OF,兴业丰泰C,债券型,债券型-主动
024440.OF,交银瑞安C,混合型,混合型-偏股
024660.OF,建信稳定鑫利E,债券型,债券型-主动
024054.OF,大成睿浦智选三个月持有,混合型,混合型-偏股
024721.OF,兴业丰利C,债券型,债券型-主动
024649.OF,建信利率债C,债券型,债券型-主动
023404.OF,海富通致远量化选股A,股票型,主动股票型
024308.OF,东财30天滚动持有A,债券型,债券型-主动
024621.OF,华泰柏瑞锦华D,债券型,债券型-主动
024704.OF,中银稳健增利D,稳健增长型,主动股票型
024472.OF,平安价值优享C,混合型,混合型-偏股
024444.OF,华夏瑞享回报C,混合型,混合型-偏股
024461.OF,宏利睿智领航A,混合型,混合型-偏股
024498.OF,宏利睿智领航C,混合型,混合型-偏股
024471.OF,平安价值优享A,混合型,混合型-偏股
024431.OF,富国均衡配置A,混合型,混合型-偏股
024456.OF,银华成长智选C,混合型,混合型-偏股
024661.OF,国联鑫价值B,灵活配置型,混合型-平衡
024644.OF,银河家盈C,债券型,债券型-主动
024441.OF,汇添富均衡潜力优选A,混合型,混合型-偏股
024443.OF,华夏瑞享回报A,混合型,混合型-偏股
024452.OF,博时卓睿成长A,股票型,主动股票型
024455.OF,银华成长智选A,混合型,混合型-偏股
024432.OF,富国均衡配置C,混合型,混合型-偏股
024453.OF,博时卓睿成长C,股票型,主动股票型
024442.OF,汇添富均衡潜力优选C,混合型,混合型-偏股
024438.OF,华安竞争优势C,混合型,混合型-偏股
024437.OF,华安竞争优势A,混合型,混合型-偏股
024110.OF,融通增元A,债券型,债券型-主动
024280.OF,招商金睿90天持有C,债券型,债券型-主动
024448.OF,广发价值稳进A,混合型,混合型-偏股
024434.OF,嘉实成长共赢C,混合型,混合型-偏股
024436.OF,天弘品质价值C,混合型,混合型-偏股
024450.OF,易方达成长进取A,混合型,混合型-偏股
024449.OF,广发价值稳进C,混合型,混合型-偏股
024279.OF,招商金睿90天持有A,债券型,债券型-主动
024048.OF,东方红盈丰稳健配置6个月持有A,混合型,混合型-偏股
024049.OF,东方红盈丰稳健配置6个月持有C,混合型,混合型-偏股
024435.OF,天弘品质价值A,混合型,混合型-偏股
024040.OF,光大阳光三个月持有A,混合型,混合型-偏股
024041.OF,光大阳光三个月持有C,混合型,混合型-偏股
024451.OF,易方达成长进取C,混合型,混合型-偏股
024433.OF,嘉实成长共赢A,混合型,混合型-偏股
024612.OF,鑫元裕利D,债券型,债券型-主动
024111.OF,融通增元C,债券型,债券型-主动
023762.OF,广发智选启航C,混合型,混合型-偏股
019127.OF,华泰柏瑞港股通医疗精选C,混合型,混合型-偏股
019126.OF,华泰柏瑞港股通医疗精选A,混合型,混合型-偏股
023761.OF,广发智选启航A,混合型,混合型-偏股
024490.OF,东吴中短债C,债券型,债券型-主动
023995.OF,中信保诚汇利C,债券型,债券型-主动
023794.OF,路博迈兴航60天滚动持有A,债券型,债券型-主动
023795.OF,路博迈兴航60天滚动持有C,债券型,债券型-主动
022635.OF,贝莱德安泽60天持有C,债券型,债券型-主动
024045.OF,东方红港股通价值优选C,混合型,混合型-偏股
024044.OF,东方红港股通价值优选A,混合型,混合型-偏股
024488.OF,东吴中短债A,债券型,债券型-主动
024489.OF,东吴中短债B,债券型,债券型-主动
023994.OF,中信保诚汇利A,债券型,债券型-主动
022634.OF,贝莱德安泽60天持有A,债券型,债券型-主动
024559.OF,鑫元鸿利E,债券型,债券型-主动
024604.OF,大成景悦D,债券型,债券型-主动
024278.OF,国泰利惠90天滚动持有C,债券型,债券型-主动
024615.OF,天弘稳健回报D,债券型,债券型-主动
024016.OF,万家启尊价值三个月持有C,混合型,混合型-偏股
024015.OF,万家启尊价值三个月持有A,混合型,混合型-偏股
024277.OF,国泰利惠90天滚动持有A,债券型,债券型-主动
024608.OF,上银新兴价值成长C,成长型,主动股票型
024389.OF,中航智选领航C,混合型,混合型-偏股
023315.OF,摩根30天持有A,债券型,债券型-主动
023316.OF,摩根30天持有C,债券型,债券型-主动
024558.OF,平安鑫享D,灵活配置型,混合型-平衡
024388.OF,中航智选领航A,混合型,混合型-偏股
024357.OF,东方阿尔法健康产业A,混合型,混合型-偏股
024181.OF,泰信双息双利A,债券型,债券型-主动
024500.OF,兴华景和C,混合型,混合型-偏股
024499.OF,兴华景和A,混合型,混合型-偏股
024358.OF,东方阿尔法健康产业C,混合型,混合型-偏股
024379.OF,平安港股通医疗创新精选A,混合型,混合型-偏股
024380.OF,平安港股通医疗创新精选C,混合型,混合型-偏股
024203.OF,永赢制造升级智选C,混合型,混合型-偏股
022631.OF,财通聚福稳健3个月持有A,混合型,混合型-偏股
024511.OF,广发恒荣三个月持有E,混合型,混合型-偏股
024555.OF,博时富宁纯债C,债券型,债券型-主动
022632.OF,财通聚福稳健3个月持有C,混合型,混合型-偏股
024202.OF,永赢制造升级智选A,混合型,混合型-偏股
023496.OF,嘉实汇明纯债A,债券型,债券型-主动
023497.OF,嘉实汇明纯债C,债券型,债券型-主动
024317.OF,前海开源研究驱动A,混合型,混合型-偏股
024318.OF,前海开源研究驱动C,混合型,混合型-偏股
024187.OF,信澳消费优选C,混合型,混合型-偏股
024170.OF,信澳新能源产业C,股票型,主动股票型
024171.OF,信澳医药健康C,混合型,混合型-偏股
024172.OF,信澳中小盘C,混合型,混合型-偏股
024097.OF,东海锐安短债A,债券型,债券型-主动
024098.OF,东海锐安短债C,债券型,债券型-主动
024207.OF,信澳产业升级C,混合型,混合型-偏股
024173.OF,信澳红利回报C,混合型,混合型-偏股
024168.OF,信澳蓝筹精选C,股票型,主动股票型
024169.OF,信澳先进智造C,股票型,主动股票型
023343.OF,惠升和盛纯债,债券型,债券型-主动
024430.OF,东方红核心价值C,混合型,混合型-偏股
024423.OF,东方阿尔法科技优选A,混合型,混合型-偏股
024424.OF,东方阿尔法科技优选C,混合型,混合型-偏股
024429.OF,东方红核心价值A,混合型,混合型-偏股
024505.OF,国联恒鑫纯债B,债券型,债券型-主动
024347.OF,金信民达纯债E,债券型,债券型-主动
024482.OF,嘉合磐恒D,债券型,债券型-主动
024176.OF,中欧大盘价值C,混合型,混合型-偏股
024175.OF,中欧大盘价值A,混合型,混合型-偏股
024508.OF,中信保诚至泰中短债D,债券型,债券型-主动
024257.OF,宏利新起点C,灵活配置型,混合型-平衡
024036.OF,中加智选回报三个月持有C,债券型,债券型-主动
023032.OF,安信优选价值A,混合型,混合型-偏股
024022.OF,中欧积极多元配置3个月持有C,混合型,混合型-偏股
024378.OF,易方达科智量化选股C,股票型,主动股票型
024021.OF,中欧积极多元配置3个月持有A,混合型,混合型-偏股
023157.OF,汇丰晋信养老目标日期2036一年持有Y,混合型,混合型-偏股
024035.OF,中加智选回报三个月持有A,债券型,债券型-主动
023485.OF,创金合信文丰A,债券型,债券型-主动
023469.OF,华安众泰纯债C,债券型,债券型-主动
023033.OF,安信优选价值C,混合型,混合型-偏股
023788.OF,国联稳健增益C,债券型,债券型-主动
023956.OF,国金安瑞平衡C,混合型,混合型-偏股
023486.OF,创金合信文丰C,债券型,债券型-主动
023787.OF,国联稳健增益A,债券型,债券型-主动
023394.OF,宝盈创新医疗C,混合型,混合型-偏股
023393.OF,宝盈创新医疗A,混合型,混合型-偏股
024188.OF,富国均衡投资,混合型,混合型-偏股
024343.OF,东方臻萃3个月定开债D,债券型,债券型-主动
023087.OF,联博汇利A,债券型,债券型-主动
023005.OF,广发养老目标2055五年持有,混合型,混合型-偏股
023468.OF,华安众泰纯债A,债券型,债券型-主动
023088.OF,联博汇利C,债券型,债券型-主动
024377.OF,易方达科智量化选股A,股票型,主动股票型
023955.OF,国金安瑞平衡A,混合型,混合型-偏股
024209.OF,创金合信创和一个月滚动持有C,债券型,债券型-主动
024023.OF,申万菱信行业精选A,混合型,混合型-偏股
024024.OF,申万菱信行业精选C,混合型,混合型-偏股
024428.OF,鹏华畅享D,债券型,债券型-主动
