ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points,rank_6m,percentile_6m,rank_1y,percentile_1y,quality_score,scale_status,pass_performance,pass_quality,veto,is_core,is_watch,is_backup,fund_scale,high_quality
025471.OF,华西研究精选C,混合型,混合型-偏股,-6.14,-7.44,1.2,19.38,18.59,-0.04,192,4613.0,11.613645074741283,3546.0,32.166092613853806,53.3,watch,True,False,False,False,False,True,2.498573956127644,False
024683.OF,东海价值臻选A,混合型,混合型-偏股,-3.84,-1.94,-3.28,7.94,8.08,-0.66,188,3087.0,40.85856650057493,4793.0,8.304630692690395,48.6,watch,True,False,False,False,False,True,109.70012634639386,False
025472.OF,华西优选成长一年持有C,混合型,混合型-偏股,-5.67,-11.3,-2.69,24.22,21.45,-0.19,192,5059.0,3.066308930624761,4732.0,9.471871412169918,43.8,watch,True,False,False,False,False,True,1.5593024363804673,False
025403.OF,工银新经济人民币C,灵活配置型,混合型-平衡,-7.57,-4.83,-0.1,23.13,18.33,-0.09,189,373.0,21.35306553911205,392.0,17.336152219873146,48.9,watch,True,False,False,False,False,True,2.9449439504025743,False
025468.OF,富国创新趋势C,股票型,主动股票型,-0.75,-6.19,-4.16,24.63,16.57,-0.25,202,422.0,27.162629757785474,505.0,12.802768166089962,47.2,watch,True,False,False,False,False,True,1.0543467561706852,False
025382.OF,长盛研发回报C,混合型,混合型-偏股,-2.54,-2.59,-1.08,9.97,9.1,-0.31,208,3363.0,35.569183595247225,4506.0,13.796402602372748,54.0,watch,True,False,False,False,False,True,1.0192524637696725,False
025002.OF,交银产业臻选,混合型,混合型-偏股,-9.13,-8.19,-4.78,9.77,10.48,-0.69,176,4719.0,9.582215408202376,4931.0,5.66398775353999,48.5,watch,True,False,False,False,False,True,3.5173547411196773,False
023434.OF,金元顺安乾利C,混合型,混合型-偏股,-2.01,-6.01,5.09,12.24,7.47,0.25,180,4362.0,16.423917209658878,1872.0,64.19823957137389,63.0,watch,True,False,False,False,False,True,2.893730583121214,False
025328.OF,诺安稳健回报D,灵活配置型,混合型-平衡,-2.52,-4.52,13.35,25.21,13.1,0.45,224,366.0,22.83298097251586,56.0,88.37209302325581,67.4,watch,True,False,False,False,False,True,1.7722756799785346,False
025022.OF,浦银安盛医疗创新A,混合型,混合型-偏股,-6.39,-7.62,-2.82,22.03,24.93,-0.22,209,4633.0,11.230356458413182,4751.0,9.108304630692688,42.0,watch,True,False,False,False,False,True,4.915429354125667,False
025023.OF,浦银安盛医疗创新C,混合型,混合型-偏股,-6.37,-7.63,-2.86,22.03,25.03,-0.22,209,4635.0,11.192027596780374,4756.0,9.01262916188289,41.9,watch,True,False,False,False,False,True,2.2106698043076793,False
024088.OF,百嘉科技创新C,混合型,混合型-偏股,-6.44,-10.33,0.01,14.51,15.66,-0.14,192,4976.0,4.6569566883863605,4233.0,19.02028319938768,52.2,watch,True,False,False,False,False,True,4.333861553846488,False
025017.OF,华富医疗创新A,混合型,混合型-偏股,-7.1,-9.27,-8.1,22.67,32.78,-0.45,201,4863.0,6.822537370640092,5121.0,2.0283199387676976,33.8,watch,True,False,False,False,False,True,2.317850674440682,False
025018.OF,华富医疗创新C,混合型,混合型-偏股,-7.12,-9.31,-8.17,22.68,32.92,-0.45,201,4869.0,6.707550785741667,5127.0,1.9135093761959432,33.7,watch,True,False,False,False,False,True,120.45785835450438,False
024680.OF,东海产业优选D,混合型,混合型-偏股,-2.15,-4.11,4.47,11.7,8.44,0.21,239,3920.0,24.894595630509777,2055.0,60.69651741293532,61.0,watch,True,False,False,False,False,True,4.115745770364084,False
024597.OF,财通成长量化选股C,混合型,混合型-偏股,-2.73,-3.33,-1.71,12.08,8.2,-0.31,197,3671.0,29.66653890379456,4602.0,11.959433601224646,53.7,watch,True,False,False,False,False,True,4.338392820450875,False
024501.OF,招商科技智选A,混合型,混合型-偏股,-3.45,-9.39,-7.25,28.97,15.67,-0.32,231,4876.0,6.573399770026834,5080.0,2.812858783008032,43.5,watch,True,False,False,False,False,True,4.682001518685178,False
022995.OF,中海科技创新A,混合型,混合型-偏股,-1.76,-4.67,8.7,19.26,15.8,0.35,267,4049.0,22.42238405519356,1091.0,79.14274779946422,62.3,watch,True,False,False,False,False,True,3.7640049659918766,False
024486.OF,东吴裕盈平衡E,混合型,混合型-偏股,-1.73,-2.97,-3.79,7.94,5.32,-0.73,281,3535.0,32.272901494825604,4834.0,7.520091848450061,47.8,watch,True,False,False,False,False,True,2.7357738960869287,False
024052.OF,工银科技先锋A,混合型,混合型-偏股,-1.37,-6.23,-2.02,24.33,13.19,-0.17,261,4408.0,15.542353392104255,4643.0,11.17489475698431,50.4,watch,True,False,False,False,False,True,1.4412859001307803,False
024485.OF,东吴裕盈平衡D,混合型,混合型-偏股,-1.77,-3.03,-3.9,7.93,5.38,-0.74,281,3563.0,31.736297431966275,4849.0,7.23306544202067,47.6,watch,True,False,False,False,False,True,229.27046477790387,False
023174.OF,兴华景成C,混合型,混合型-偏股,3.93,-2.42,-8.31,18.0,17.88,-0.57,289,3295.0,36.872364890762746,5138.0,1.7030233448143917,43.6,watch,True,False,False,False,False,True,3.616384427116169,False
024598.OF,兴业医疗创新A,混合型,混合型-偏股,-5.94,-5.99,-5.82,18.05,25.55,-0.43,199,4360.0,16.462246071291688,4999.0,4.362801377726755,39.7,watch,True,False,False,False,False,True,3.228988432883344,False
024467.OF,鹏华共赢未来A,混合型,混合型-偏股,-4.71,0.48,-1.12,9.31,7.02,-0.34,207,1254.0,75.98696818704485,4514.0,13.64332185227708,53.3,watch,True,False,False,False,False,True,2.2501254412717935,False
024450.OF,易方达成长进取A,混合型,混合型-偏股,0.56,-1.32,-2.02,19.93,13.09,-0.2,222,2766.0,47.010348792640855,4642.0,11.194029850746269,52.4,watch,True,False,False,False,False,True,100.0583002272948,False
024044.OF,东方红港股通价值优选A,混合型,混合型-偏股,-4.56,-4.95,3.38,12.46,8.57,0.11,291,4143.0,20.62092755845152,2445.0,53.233830845771145,57.2,watch,True,False,False,False,False,True,1.5648624500882709,False
024358.OF,东方阿尔法健康产业C,混合型,混合型-偏股,-7.21,-9.69,-11.05,26.63,35.77,-0.49,320,4908.0,5.96013798390188,5192.0,0.6697282816685801,30.4,watch,True,False,False,False,False,True,3.765771172089534,False
024380.OF,平安港股通医疗创新精选C,混合型,混合型-偏股,-7.8,-8.86,-5.23,25.9,32.12,-0.28,301,4810.0,7.838252203909546,4952.0,5.262150784538844,34.5,watch,True,False,False,False,False,True,1.5791704458920446,False
024423.OF,东方阿尔法科技优选A,混合型,混合型-偏股,-1.58,-8.42,5.7,25.37,16.18,0.15,328,4751.0,8.968953622077425,1672.0,68.02525832376578,52.6,watch,True,False,False,False,False,True,4.023370984770444,False
024424.OF,东方阿尔法科技优选C,混合型,混合型-偏股,-1.6,-8.46,5.61,25.36,16.27,0.14,328,4757.0,8.853967037179,1699.0,67.50861079219288,52.3,watch,True,False,False,False,False,True,2.406030931032057,False
024023.OF,申万菱信行业精选A,混合型,混合型-偏股,-1.02,-12.03,-3.03,25.65,22.39,-0.2,250,5083.0,2.6063625910310417,4774.0,8.668197474167627,42.2,watch,True,False,False,False,False,True,107.22594778669793,False
024160.OF,大成港股通机遇C,混合型,混合型-偏股,-7.48,-6.24,0.27,15.71,11.06,-0.11,331,4410.0,15.50402453047145,4123.0,21.125143513203216,56.4,watch,True,False,False,False,False,True,2.6324150874221925,False
024159.OF,大成港股通机遇A,混合型,混合型-偏股,-7.43,-6.17,0.42,15.72,11.0,-0.1,331,4397.0,15.753162131084707,4054.0,22.44546498277841,56.8,watch,True,False,False,False,False,True,3.3292003882522665,False
017026.OF,鑫元鑫领航A,混合型,混合型-偏股,-0.87,-10.07,-4.69,16.93,14.04,-0.4,368,4951.0,5.136067458796479,4921.0,5.855338691159584,48.8,watch,True,False,False,False,False,True,3.166837874553111,False
023948.OF,银华品质消费C,股票型,主动股票型,-8.21,-7.56,-5.92,12.84,22.32,-0.62,414,453.0,21.79930795847751,525.0,9.342560553633216,41.0,watch,True,False,False,False,False,True,105.11481276906989,False
023907.OF,富国全球健康生活人民币C,混合型,混合型-偏股,-11.1,-8.3,-6.67,22.08,20.41,-0.39,405,4738.0,9.218091222690685,5059.0,3.214695752009189,42.7,watch,True,False,False,False,False,True,135.94432766456168,False
023632.OF,景顺长城新兴产业A,混合型,混合型-偏股,0.64,-5.28,-5.55,21.44,15.11,-0.35,392,4221.0,19.126101954771947,4975.0,4.822043628013772,47.7,watch,True,False,False,False,False,True,104.94846668694696,False
023753.OF,永赢信息产业智选A,混合型,混合型-偏股,-11.14,-14.66,14.58,28.07,24.55,0.45,424,5160.0,1.1307014181678787,388.0,92.59471871412173,55.9,watch,True,False,False,False,False,True,111.72592688156443,False
022492.OF,金元顺安鑫怡A,混合型,混合型-偏股,-1.44,-3.71,-4.27,9.27,6.28,-0.68,442,3787.0,27.44346492909161,4882.0,6.601607347876004,48.8,watch,True,False,False,False,False,True,111.71649809989977,False
022493.OF,金元顺安鑫怡C,混合型,混合型-偏股,-1.46,-3.75,-4.34,9.28,6.31,-0.68,442,3808.0,27.041011881947107,4890.0,6.448526597780324,48.8,watch,True,False,False,False,False,True,3.3733228936162076,False
023099.OF,金信周期价值A,混合型,混合型-偏股,-2.82,-4.8,4.32,12.6,8.42,0.18,454,4084.0,21.7516289766194,2110.0,59.644087256027554,60.1,watch,True,False,False,False,False,True,2.188179407817136,False
023397.OF,尚正研究睿选A,混合型,混合型-偏股,-3.89,-8.37,7.54,20.2,16.81,0.27,454,4746.0,9.06477577615945,1289.0,75.35399923459624,58.7,watch,True,False,False,False,False,True,1.2618149523060274,False
023269.OF,景顺长城量化成长演化C,混合型,混合型-偏股,-2.73,-4.82,1.98,13.4,12.91,0.0,455,4090.0,21.63664239172096,3072.0,41.23612705702258,49.8,watch,True,False,False,False,False,True,1.0511850616528893,False
022321.OF,汇添富弘瑞回报C,混合型,混合型-偏股,-4.19,-6.15,11.84,19.82,15.97,0.5,455,4391.0,15.868148715983132,646.0,87.65786452353616,67.4,watch,True,False,False,False,False,True,105.34322536679225,False
022447.OF,前海开源周期精选C,混合型,混合型-偏股,4.39,-4.1,-1.67,31.4,27.15,-0.12,455,3916.0,24.971253353775392,4598.0,12.035973976272484,37.5,watch,True,False,False,False,False,True,159.28967983183236,False
022335.OF,广发产业甄选C,混合型,混合型-偏股,-2.5,-8.48,5.31,17.22,12.57,0.19,455,4759.0,8.81563817554618,1813.0,65.32721010332952,58.8,watch,True,False,False,False,False,True,3.570297486108193,False
023176.OF,中邮沪港深精选C,混合型,混合型-偏股,-10.06,-13.97,-9.86,16.19,22.61,-0.73,455,5148.0,1.3606745879647386,5170.0,1.0907003444316832,38.4,watch,True,False,False,False,False,True,2.7984934096743457,False
019137.OF,交银启合C,混合型,混合型-偏股,-2.99,-5.8,4.58,13.26,11.46,0.19,455,4332.0,16.998850134151013,2010.0,61.5575966322235,58.9,watch,True,False,False,False,False,True,2.792313941572852,False
022004.OF,博道大盘成长C,股票型,主动股票型,-3.46,-6.74,6.17,15.45,10.84,0.27,454,437.0,24.567474048442904,249.0,57.09342560553633,61.2,watch,True,False,False,False,False,True,2.163957975317315,False
021627.OF,华富半导体产业C,混合型,混合型-偏股,-0.55,-6.17,12.05,24.39,16.18,0.41,455,4400.0,15.695668838635491,614.0,88.27018752391886,63.3,watch,True,False,False,False,False,True,4.408993279111609,False
021626.OF,华富半导体产业A,混合型,混合型-偏股,-0.52,-6.13,12.14,24.4,16.15,0.42,455,4388.0,15.92564200843235,602.0,88.49980864906239,63.6,watch,True,False,False,False,False,True,3.7073939137131537,False
020849.OF,尚正正泰平衡配置C,混合型,混合型-偏股,-4.3,-5.02,-5.6,7.05,12.36,-1.08,455,4165.0,20.199310080490605,4982.0,4.688097971680061,42.5,watch,True,False,False,False,False,True,1.5975190354377455,False
022364.OF,永赢科技智选A,混合型,混合型-偏股,1.56,2.5,-1.0,33.68,27.04,-0.09,455,567.0,89.1529321579149,4494.0,14.026023727516268,37.7,watch,True,False,False,False,False,True,3.8113621851976345,False
020918.OF,鹏扬聚优睿选A,混合型,混合型-偏股,-5.23,-2.83,-1.16,11.46,10.84,-0.28,455,3479.0,33.34610962054428,4525.0,13.432835820895528,53.6,watch,True,False,False,False,False,True,1.8011178857342673,False
020431.OF,华安景气回报C,混合型,混合型-偏股,-1.82,-9.16,13.44,21.18,20.65,0.54,455,4854.0,6.995017247987734,470.0,91.02564102564102,64.1,watch,True,False,False,False,False,True,196.9983686970429,False
020559.OF,工银健康产业C,混合型,混合型-偏股,-7.53,-8.13,-3.45,23.96,23.42,-0.23,455,4705.0,9.850517439632045,4800.0,8.170685036356673,41.9,watch,True,False,False,False,False,True,2.465810251038266,False
020558.OF,工银健康产业A,混合型,混合型-偏股,-7.49,-8.07,-3.33,23.96,23.2,-0.22,455,4699.0,9.96550402453047,4797.0,8.228090317642556,42.2,watch,True,False,False,False,False,True,1.345214597371809,False
022039.OF,兴银数字经济智选C,混合型,混合型-偏股,-3.67,-6.76,7.32,21.72,21.67,0.24,455,4491.0,13.95170563434266,1323.0,74.70340604668964,53.1,watch,True,False,False,False,False,True,3.241253288964861,False
020420.OF,鹏华科技驱动C,混合型,混合型-偏股,-14.14,-21.06,-6.32,27.31,28.03,-0.3,455,5216.0,0.0574932924492177,5038.0,3.616532721010335,35.4,watch,True,False,False,False,False,True,4.1447332084635375,False
022046.OF,广发养老目标2060五年持有Y,混合型,混合型-偏股,-3.66,-4.33,2.09,11.26,11.13,0.01,440,3968.0,23.974702951322342,2995.0,42.70952927669346,51.7,watch,True,False,False,False,False,True,1.1381909549750537,False
017655.OF,嘉实价值丰裕A,混合型,混合型-偏股,-2.6,-6.03,1.36,14.55,12.56,-0.04,455,4364.0,16.385588348026058,3453.0,33.94565633371604,58.3,watch,True,False,False,False,False,True,2.3625594920799684,False
019620.OF,汇安行业优选A,混合型,混合型-偏股,-7.7,-8.79,-10.14,19.43,28.74,-0.62,455,4804.0,7.953238788807971,5178.0,0.9376195943360144,34.9,watch,True,False,False,False,False,True,108.98515238030123,False
021524.OF,天弘匠心臻选A,混合型,混合型-偏股,-4.06,-5.29,0.04,14.28,12.37,-0.14,454,4222.0,19.106937523955537,4223.0,19.21163413700728,54.7,watch,True,False,False,False,False,True,4.912809087133968,False
021525.OF,天弘匠心臻选C,混合型,混合型-偏股,-4.09,-5.34,-0.08,14.27,12.4,-0.15,454,4235.0,18.85779992334228,4261.0,18.48450057405281,54.5,watch,True,False,False,False,False,True,2.211845422545623,False
020408.OF,华商数字经济A,混合型,混合型-偏股,-5.98,-8.68,7.18,22.64,19.19,0.23,454,4794.0,8.144883096972022,1353.0,74.12935323383086,54.4,watch,True,False,False,False,False,True,4.450197152784143,False
019723.OF,中银量化选股C,混合型,混合型-偏股,-0.04,-4.95,6.1,14.7,12.94,0.28,455,4141.0,20.65925642008433,1578.0,69.82395713738998,61.2,watch,True,False,False,False,False,True,2.5697321262741952,False
021604.OF,新华积极价值C,灵活配置型,混合型-平衡,0.93,-4.42,9.01,15.57,16.24,0.45,455,365.0,23.04439746300211,114.0,76.10993657505286,63.5,watch,True,False,False,False,False,True,2.9006658832761842,False
020476.OF,泰康半导体量化选股A,股票型,主动股票型,-2.41,-7.66,9.08,23.52,16.44,0.3,455,455.0,21.45328719723183,163.0,71.97231833910034,58.0,watch,True,False,False,False,False,True,4.516528081626612,False
020554.OF,南方半导体产业C,股票型,主动股票型,-0.28,-9.9,5.58,23.55,15.48,0.15,455,529.0,8.650519031141869,276.0,52.42214532871972,51.8,watch,True,False,False,False,False,True,1.868143153929313,False
020071.OF,太平先进制造A,混合型,混合型-偏股,-4.58,-9.62,-1.51,17.41,18.77,-0.2,455,4902.0,6.075124568800305,4576.0,12.456946039035588,48.3,watch,True,False,False,False,False,True,1.7538998967504242,False
019427.OF,中银数字经济C,混合型,混合型-偏股,-0.61,-4.63,14.47,27.13,21.97,0.46,455,4041.0,22.5756995017248,395.0,92.46077305778796,58.8,watch,True,False,False,False,False,True,4.607553746897283,False
019877.OF,广发均衡成长C,混合型,混合型-偏股,-7.02,-7.07,0.3,15.11,12.61,-0.11,455,4553.0,12.763510923725562,4108.0,21.412169919632607,55.3,watch,True,False,False,False,False,True,3.3650175738276435,False
017603.OF,华夏国企创新C,混合型,混合型-偏股,0.53,-5.68,8.51,22.45,15.56,0.29,455,4298.0,17.650440781908785,1122.0,78.54955989284348,59.9,watch,True,False,False,False,False,True,1.866697878510838,False
019864.OF,浦银安盛高端装备A,混合型,混合型-偏股,-5.02,-8.59,-3.17,17.0,22.02,-0.3,455,4777.0,8.470678420850897,4787.0,8.41944125526215,44.2,watch,True,False,False,False,False,True,115.3484251188941,False
019499.OF,兴全创新优势C,混合型,混合型-偏股,-1.97,-5.0,3.54,17.81,16.53,0.09,455,4156.0,20.37178995783825,2387.0,54.34366628396479,51.1,watch,True,False,False,False,False,True,3.8723164922730087,False
019436.OF,易米鑫选品质C,混合型,混合型-偏股,-4.32,-4.5,-0.48,11.59,11.95,-0.21,455,4010.0,23.169796857033344,4375.0,16.303099885189443,53.9,watch,True,False,False,False,False,True,3.4046010480225566,False
018836.OF,广发成长启航C,混合型,混合型-偏股,-0.76,-6.28,11.25,21.39,16.75,0.43,455,4416.0,15.389037945573014,721.0,86.22273249138921,64.1,watch,True,False,False,False,False,True,3.6723703343209473,False
019916.OF,富国医药创新A,股票型,主动股票型,-9.01,-8.29,-7.32,25.18,26.32,-0.37,455,478.0,17.474048442906575,547.0,5.536332179930792,37.3,watch,True,False,False,False,False,True,4.118783147236846,False
020970.OF,益民品质升级C,灵活配置型,混合型-平衡,-1.88,-3.43,-2.93,9.36,7.3,-0.53,455,341.0,28.1183932346723,433.0,8.668076109936573,50.7,watch,True,False,False,False,False,True,2.95989042955395,False
019392.OF,嘉实匠心严选A,混合型,混合型-偏股,-5.01,-9.8,-4.17,18.54,20.15,-0.33,455,4926.0,5.615178229206597,4879.0,6.659012629161887,45.1,watch,True,False,False,False,False,True,110.58897628050428,False
019329.OF,国泰金盛回报C,混合型,混合型-偏股,-4.08,-5.16,1.51,15.14,14.5,-0.03,455,4198.0,19.566883863549258,3361.0,35.706084959816295,57.2,watch,True,False,False,False,False,True,3.4403771328697332,False
019574.OF,太平科创精选C,混合型,混合型-偏股,-5.53,-9.79,1.74,15.91,13.69,-0.02,455,4923.0,5.672671521655803,3216.0,38.48067355530043,58.4,watch,True,False,False,False,False,True,4.003529067280102,False
019783.OF,华安健康主题A,混合型,混合型-偏股,-7.22,-9.92,-5.99,24.94,28.26,-0.32,455,4937.0,5.404369490226135,5009.0,4.171450440107161,36.3,watch,True,False,False,False,False,True,4.428691135319677,False
020163.OF,华安睿信优选C,混合型,混合型-偏股,-6.33,-10.04,3.29,16.0,13.72,0.08,455,4950.0,5.155231889612876,2479.0,52.58323765786452,52.9,watch,True,False,False,False,False,True,2.0023781539899757,False
020592.OF,金信多策略精选C,灵活配置型,混合型-平衡,-2.34,-9.55,-6.3,23.46,23.58,-0.35,455,438.0,7.610993657505283,458.0,3.382663847780132,40.1,watch,True,False,False,False,False,True,2.1189871193923455,False
020440.OF,东兴数字经济A,混合型,混合型-偏股,-1.56,-7.0,-4.9,35.82,29.04,-0.19,455,4532.0,13.165963970870065,4936.0,5.568312284730192,33.5,watch,True,False,False,False,False,True,1.2837596976952743,False
018815.OF,方正富邦核心优势A,混合型,混合型-偏股,3.29,-4.71,18.05,29.1,20.39,0.55,454,4057.0,22.269068608662323,199.0,96.21125143513204,62.5,watch,True,False,False,False,False,True,4.941341247371568,False
020492.OF,万家医药量化选股C,混合型,混合型-偏股,-4.33,-7.82,-0.99,15.09,13.88,-0.2,455,4658.0,10.751245688003063,4492.0,14.064293915040182,52.2,watch,True,False,False,False,False,True,4.686888698641557,False
016388.OF,汇安均衡成长A,混合型,混合型-偏股,-5.11,-10.82,5.48,26.05,23.71,0.13,455,5026.0,3.698735147566112,1735.0,66.81974741676234,45.5,watch,True,False,False,False,False,True,119.27465070384544,False
020132.OF,中邮趋势精选C,灵活配置型,混合型-平衡,-4.15,-5.61,2.78,14.16,13.91,0.05,455,392.0,17.336152219873146,268.0,43.551797040169134,50.6,watch,True,False,False,False,False,True,1.9808830474869765,False
019478.OF,中邮医药健康C,混合型,混合型-偏股,-6.85,-8.94,-4.55,22.59,24.07,-0.29,455,4819.0,7.665772326561903,4907.0,6.123230003827018,41.2,watch,True,False,False,False,False,True,1.8203647050308311,False
019212.OF,交银智选进取三个月持有C,混合型,混合型-偏股,-1.15,-4.11,4.61,17.46,18.9,0.15,455,3919.0,24.91376006132617,2000.0,61.7489475698431,51.8,watch,True,False,False,False,False,True,3.7261836785883973,False
019706.OF,鹏扬消费主题C,混合型,混合型-偏股,-5.18,-7.39,-3.07,11.98,13.35,-0.42,455,4602.0,11.824453813721735,4779.0,8.572522005357829,49.6,watch,True,False,False,False,False,True,3.0880151900720247,False
020437.OF,宝盈医疗健康沪港深C,股票型,主动股票型,-7.51,-6.51,-7.75,25.29,33.69,-0.39,455,430.0,25.778546712802765,553.0,4.498269896193774,33.2,watch,True,False,False,False,False,True,2.59050387,False
020435.OF,金信智能中国2025C,灵活配置型,混合型-平衡,-2.69,-0.96,-2.98,8.2,7.53,-0.61,455,243.0,48.837209302325576,434.0,8.456659619450313,49.3,watch,True,False,False,False,False,True,2.908495106521347,False
020232.OF,嘉实互融精选C,股票型,主动股票型,-9.04,-9.62,-9.13,27.24,30.45,-0.41,455,518.0,10.553633217993074,562.0,2.941176470588236,32.6,watch,True,False,False,False,False,True,2.7698172789460207,False
019351.OF,招商远见回报3年定开,混合型,混合型-偏股,4.46,3.34,-1.14,23.89,9.79,-0.13,103,440.0,91.5868148715983,4520.0,13.528511289705325,53.8,watch,True,False,False,False,False,True,1.8495615620526782,False
019781.OF,嘉实创新动力A2,混合型,混合型-偏股,-6.38,-8.91,-4.59,17.96,20.12,-0.37,455,4815.0,7.74243004982752,4913.0,6.008419441255263,44.6,watch,True,False,False,False,False,True,2.9074894949611148,False
019362.OF,富国核心优势C,混合型,混合型-偏股,0.64,-6.23,1.07,21.97,23.67,-0.04,455,4409.0,15.523188961287849,3639.0,30.38652889399158,48.1,watch,True,False,False,False,False,True,127.74255443354072,False
019361.OF,富国核心优势A,混合型,混合型-偏股,0.68,-6.16,1.19,21.97,23.63,-0.04,455,4394.0,15.810655423533928,3555.0,31.993876769996177,48.4,watch,True,False,False,False,False,True,2.7858150472198226,False
019469.OF,信澳新材料精选C,混合型,混合型-偏股,0.27,-4.85,9.11,19.97,13.29,0.36,455,4101.0,21.42583365274051,1019.0,80.52047455032529,65.2,watch,True,False,False,False,False,True,2.0065876763362738,False
018515.OF,中欧预见养老2040三年持有,混合型,混合型-偏股,-2.2,-2.67,-1.77,5.65,5.2,-0.67,441,3402.0,34.82177079340744,4610.0,11.806352851128963,47.9,watch,True,False,False,False,False,True,4.7072133843541355,False
019903.OF,国寿安保先进制造C,股票型,主动股票型,-1.61,-9.58,9.03,22.74,24.47,0.31,454,517.0,10.726643598615915,167.0,71.280276816609,51.5,watch,True,False,False,False,False,True,3.9436878129240975,False
015976.OF,光大数字经济A,混合型,混合型-偏股,-5.43,-10.57,-5.3,14.35,14.15,-0.51,455,5001.0,4.177845917976231,4955.0,5.204745503252961,47.6,watch,True,False,False,False,False,True,1.100060482861075,False
015977.OF,光大数字经济C,混合型,混合型-偏股,-5.46,-10.63,-5.39,14.35,14.3,-0.51,455,5007.0,4.062859333077807,4959.0,5.128205128205132,47.4,watch,True,False,False,False,False,True,2.753547075492448,False
018991.OF,兴银智选消费C,混合型,混合型-偏股,-6.76,-6.62,-2.85,13.07,11.95,-0.37,455,4467.0,14.41165197393638,4755.0,9.031764255644848,51.2,watch,True,False,False,False,False,True,3.7876454030947406,False
018753.OF,天弘阿尔法优选C,混合型,混合型-偏股,-3.87,-5.17,0.19,13.51,11.58,-0.13,454,4200.0,19.528555001916448,4157.0,20.47455032529659,55.7,watch,True,False,False,False,False,True,334.15068592251015,False
019689.OF,南方中国梦C,灵活配置型,混合型-平衡,-2.75,-6.83,0.33,14.42,14.62,-0.12,455,406.0,14.376321353065537,373.0,21.35306553911205,53.7,watch,True,False,False,False,False,True,4.5407676385501325,False
018052.OF,鹏扬医疗健康A,混合型,混合型-偏股,-3.3,-7.42,-7.96,23.25,32.93,-0.43,455,4609.0,11.690302798006902,5118.0,2.0857252200535803,33.7,watch,True,False,False,False,False,True,4.558030253874222,False
019748.OF,金鹰周期优选C,灵活配置型,混合型-平衡,-4.47,-9.82,-2.09,22.78,19.06,-0.18,455,445.0,6.131078224101483,422.0,10.993657505285414,46.7,watch,True,False,False,False,False,True,2.154102623109122,False
019552.OF,东海消费臻选C,混合型,混合型-偏股,-5.2,-5.93,-2.69,12.16,14.5,-0.39,454,4352.0,16.61556151782292,4734.0,9.433601224646004,49.1,watch,True,False,False,False,False,True,3.106200448874831,False
019757.OF,广发锐意进取3个月持有E,混合型,混合型-偏股,-3.19,-4.31,3.91,13.29,12.62,0.14,440,3963.0,24.07052510540437,2251.0,56.94603903559128,55.9,watch,True,False,False,False,False,True,3.3661555955431903,False
019225.OF,大成行业轮动C,混合型,混合型-偏股,-2.46,-5.8,6.4,15.77,13.53,0.28,455,4333.0,16.979685703334614,1513.0,71.06773823191735,61.0,watch,True,False,False,False,False,True,4.1269479340986726,False
019345.OF,交银医疗健康A,混合型,混合型-偏股,-8.18,-10.84,-6.15,24.06,26.52,-0.34,455,5027.0,3.679570716749714,5020.0,3.960964408725598,37.8,watch,True,False,False,False,False,True,4.29050440293622,False
018139.OF,中金先进制造A,混合型,混合型-偏股,-6.03,-16.81,8.7,30.17,26.96,0.22,455,5194.0,0.4791107704101183,1090.0,79.16188289322618,45.1,watch,True,False,False,False,False,True,4.134039922904534,False
017881.OF,工银精选回报A,混合型,混合型-偏股,-8.74,-8.28,-2.57,12.45,9.87,-0.37,455,4736.0,9.25642008432349,4714.0,9.816303099885191,52.8,watch,True,False,False,False,False,True,2.9535995755765425,False
018975.OF,中信建投消费升级A,混合型,混合型-偏股,-7.58,-8.19,-10.09,10.95,20.42,-1.1,455,4718.0,9.601379839018788,5177.0,0.9567546880979716,37.3,watch,True,False,False,False,False,True,2.7540471183380597,False
019153.OF,中欧锐意成长A,混合型,混合型-偏股,-5.65,-8.01,1.5,17.79,20.88,-0.03,455,4690.0,10.137983901878112,3372.0,35.495598928434745,52.2,watch,True,False,False,False,False,True,4.604209466912243,False
019052.OF,华泰柏瑞科技创新C,混合型,混合型-偏股,-2.42,-12.7,13.59,21.61,18.01,0.54,455,5115.0,1.9931008049060888,458.0,91.25526215078456,66.4,watch,True,False,False,False,False,True,2.6936753691615034,False
019252.OF,光大创新生活C,混合型,混合型-偏股,-3.2,-3.94,-0.96,12.09,12.2,-0.24,455,3862.0,26.006132617861244,4487.0,14.15996938384998,53.1,watch,True,False,False,False,False,True,149.52243762744772,False
019273.OF,长城改革红利C,灵活配置型,混合型-平衡,-2.64,-8.91,12.56,21.07,16.25,0.5,455,432.0,8.879492600422834,62.0,87.10359408033827,66.7,watch,True,False,False,False,False,True,2.373085944580377,False
019485.OF,农银汇理主题轮动C,灵活配置型,混合型-平衡,-2.5,-4.34,2.66,20.45,16.19,0.03,455,364.0,23.25581395348837,271.0,42.917547568710354,48.0,watch,True,False,False,False,False,True,106.18870335669257,False
019110.OF,泰康兴泰回报沪港深C,混合型,混合型-偏股,-0.79,-1.29,-1.05,2.65,2.87,-1.15,455,2743.0,47.451130701418165,4498.0,13.949483352468429,43.4,watch,True,False,False,False,False,True,1.297127310731606,False
